id,Cat1,Cat2,Cat3
14232451,Vin,Vin rouge,
12102531,Spiritueux,Cognac et brandy,Cognac X.O.
14035845,Vin,Vin rouge,
13314949,Spiritueux,Scotch et whisky,Scotch single malt
14101380,Vin,Vin blanc,
14494603,Vin,Vin blanc,
14494611,Vin,Vin blanc,
14199701,Vin,Vin rouge,
13904789,Vin,Vin rouge,
11676567,Vin,Vin rouge,
14134165,Vin,Vin rouge,
14560156,Champagne et mousseux,Vin mousseux,
13937564,Vin de dessert,Sauternes,
732065,Vin,Vin rouge,
12856228,Vin,Vin blanc,
14560164,Vin,Vin rouge,
14232486,Vin,Vin rouge,
13675429,Vin,Vin blanc,
11873190,Champagne et mousseux,Vin mousseux rouge,
14232494,Vin,Vin rouge,
14199727,Vin,Vin rouge,
13970356,Spiritueux,Scotch et whisky,Scotch single malt
12102581,Vin,Vin rouge,
14560181,Vin,Vin rouge,
863159,Vin,Vin rouge,
14330810,Vin,Vin blanc,
14101435,Vin,Vin blanc,
11873211,Vin,Vin rouge,
12397501,Champagne et mousseux,Vin mousseux,
13085630,Vin,Vin rouge,
13446079,Vin,Vin rouge,
14199743,Champagne et mousseux,Champagne,
13904826,Vin,Vin blanc,
11676612,Vin,Vin rouge,
12856261,Vin,Vin rouge,
14199751,Vin,Vin rouge,
13970381,Spiritueux,Scotch et whisky,Scotch single malt
895953,Vin,Vin rouge,
14560210,Vin,Vin rouge,
14330836,Vin,Vin blanc,
10955741,Champagne et mousseux,Champagne rosé,
13478880,Vin,Vin rouge,
14560228,Porto et vin fortifié,Vermouth,Vermouth blanc
14035941,Vin,Vin rouge,
12102629,Vin,Vin rouge,
895979,Vin de dessert,,
12200940,Vin,Vin blanc,
11480054,Spiritueux,Rhum,Rhum ambré
14527479,Vin,Vin rouge,
895995,Vin,Vin rouge,
13020158,Vin,Vin blanc,
11676671,Vin,Vin rouge,
14494718,Vin,Vin blanc,
11906051,Vin,Vin blanc,
14527495,Vin,Vin rouge,
13904906,Vin,Vin rouge,
12889100,Vin,Vin rouge,
13675533,Vin,Vin blanc,
13085710,Vin,Vin rouge,
13675541,Vin,Vin rouge,
14232603,Vin,Vin rouge,
14101531,Vin,Vin blanc,
11349021,Vin,Vin blanc,
14232611,Vin,Vin rouge,
11152421,Vin,Vin rouge,
14298151,Vin,Vin rouge,
13446183,Vin,Vin rouge,
14232620,Vin,Vin rouge,
11676719,Vin,Vin rouge,
13118518,Vin,Vin rouge,
13380663,Vin,Vin rouge,
13184056,Vin,Vin rosé,
13085752,Vin,Vin rouge,
13675576,Vin,Vin rouge,
14560316,Porto et vin fortifié,Vermouth,Vermouth rouge
10267711,Vin de dessert,,
14560324,Spiritueux,Gin,Dry gin aromatisé
13904965,Vin,Vin rouge,
14232646,Vin,Vin blanc,
961607,Vin,Vin blanc,
14298186,Vin,Vin rouge,
14199882,Vin,Vin rouge,
14232654,Vin,Vin blanc,
12495961,Vin,Vin rouge,
13675613,Vin,Vin rouge,
14199903,Champagne et mousseux,Champagne,
13675621,Vin,Vin blanc,
14527591,Vin,Vin rouge,
14199911,Champagne et mousseux,Champagne rosé,
13675630,Vin,Vin rouge,
12921974,Vin,Vin rouge,
13675648,Vin,Vin rouge,
14036098,Vin,Vin blanc,
14199938,Vin,Vin rouge,
14396552,Vin,Vin rosé,
12659849,Vin,Vin rouge,
14199946,Vin,Vin rouge,
14494857,Vin,Vin rouge,
14494865,Vin,Vin blanc,
14199954,Vin,Vin blanc,
14494873,Vin,Vin rouge,
14199962,Vin,Vin blanc,
14265501,Vin,Vin blanc,
13118622,Vin,Vin rouge,
13872289,Vin,Vin rouge,
10267809,Vin,Vin blanc,
14199971,Vin,Vin blanc,
13905061,Vin,Vin rouge,
14331046,Vin,Vin blanc,
12659881,Vin,Vin rouge,
14494890,Vin,Vin rouge,
13216943,Vin,Vin rouge,
14134448,Vin,Vin rosé,
11447473,Vin,Vin rouge,
14199989,Vin,Vin blanc,
14494902,Spiritueux,Liqueur et Crème,Boisson alcoolisée
13675701,Vin,Vin rouge,
14265528,Vin,Vin blanc,
10398905,Bière,Bière ambrée,Bière ale
12659902,Vin,Vin rouge,
13905087,Vin,Vin blanc,
14527680,Vin,Vin rouge,
14396608,Vin,Vin rosé,
10398913,Bière,Bière blanche,Bière ale
12659911,Vin,Vin rouge,
14200011,Vin,Vin blanc,
12496082,Vin,Vin rouge,
14200020,Vin,Vin blanc,
12561622,Vin,Vin rouge,
14265561,Vin,Vin blanc,
12659929,Vin,Vin rouge,
12496091,Vin,Vin rouge,
12889311,Vin,Vin blanc,
12233952,Bière,Bière blanche,Bière ale
13184232,Vin,Vin blanc,
896233,Vin,Vin rouge,
12332264,Vin,Vin rouge,
13905132,Vin,Vin rouge,
13872369,Vin,Vin rouge,
14396659,Vin,Vin rosé,
14560501,Vin,Vin rouge,
14101751,Cooler et cocktail prémixé,Cooler à base de spiritueux,
13118711,Vin,Vin rouge,
14331134,Vin,Vin rouge,
306431,Spiritueux,Alcool anisé,Arak
14003456,Spiritueux,Gin,Dry gin
10857729,Vin,Vin blanc,
13184259,Vin,Vin rouge,
961805,Porto et vin fortifié,Muscat,Muscat de Rivesaltes
10857745,Vin,Vin rouge,
896274,Vin,Vin rouge,
503060,Spiritueux,Scotch et whisky,Scotch single malt
14298389,Vin,Vin rouge,
10792216,Vin,Vin blanc,
13675816,Vin,Vin rouge,
13020457,Vin,Vin blanc,
535849,Vin,Vin rouge,
503086,Spiritueux,Scotch et whisky,Scotch single malt
13479217,Vin,Vin blanc,
14527794,Vin,Vin blanc,
14331185,Vin,Vin rouge,
896308,Vin,Vin rouge,
13905204,Vin,Vin rouge,
503094,Spiritueux,Scotch et whisky,Scotch single malt
14298418,Vin,Vin blanc,
13675832,Vin,Vin blanc,
13479225,Vin,Vin blanc,
13446458,Vin,Vin rosé,
12856640,Vin,Vin blanc,
13675841,Vin,Vin blanc,
12889409,Vin,Vin blanc,
13479233,Vin,Vin blanc,
14003528,Spiritueux,Gin,Dry gin
14462281,Porto et vin fortifié,Vermouth,Vermouth blanc
10792267,Vin,Vin rouge,
896332,Vin,Vin rouge,
13217102,Vin,Vin blanc,
14462290,Vin,Vin blanc,
13675859,Vin,Vin blanc,
14363988,Vin,Vin blanc,
10857817,Vin,Vin rouge,
12692825,Vin,Vin rouge,
12299610,Porto et vin fortifié,Porto,Tawny - 20 ans
11513178,Vin,Vin rouge,
13905247,Vin,Vin rouge,
13839711,Vin,Vin blanc,
13675875,Vin,Vin blanc,
12823910,Vin,Vin blanc,
14429545,Vin,Vin blanc,
11873641,Vin,Vin rouge,
142703,Porto et vin fortifié,Porto,Tawny - 10 ans
14364016,Vin,Vin blanc,
13675891,Vin,Vin rouge,
13839737,Vin,Vin blanc,
14331257,Vin,Vin rouge,
13839745,Vin,Vin blanc,
14396801,Vin,Vin rosé,
11873667,Vin,Vin rouge,
14495112,Vin,Vin blanc,
14331273,Vin,Vin rouge,
13479305,Vin,Vin rouge,
14364041,Vin,Vin blanc,
10857868,Vin,Vin rouge,
896399,Vin,Vin rouge,
13479313,Vin,Vin rouge,
14396819,Vin,Vin rosé,
12561817,Vin,Vin rouge,
13184419,Vin,Vin rouge,
12594598,Vin,Vin blanc,
13020588,Vin,Vin rouge,
13839788,Spiritueux,Scotch et whisky,Whisky canadien
12823987,Vin,Vin blanc,
14134712,Vin,Vin rouge,
13184443,Vin,Vin blanc,
14462396,Apéritif,Apéritif à base de vin,
12889548,Vin,Vin blanc,
12266957,Spiritueux,Scotch et whisky,Scotch single malt
10694093,Vin,Vin blanc,
10857948,Vin,Vin rouge,
14134755,Vin,Vin rouge,
14462441,Porto et vin fortifié,Vermouth,Vermouth blanc
13905386,Champagne et mousseux,Vin mousseux,
12955120,Vin,Vin rouge,
14462450,Vin,Vin rouge,
14560754,Vin,Vin rouge,
12332539,Apéritif,Apéritif à base d'artichaut,
13807102,Vin,Vin blanc,
13905415,Champagne et mousseux,Vin mousseux,
12955146,Vin,Vin rouge,
10857999,Vin,Vin rouge,
14626320,Spiritueux,Cognac et brandy,Brandy
14134801,Champagne et mousseux,Vin mousseux,
13676051,Vin,Vin rouge,
14364180,Vin,Vin rouge,
208405,Porto et vin fortifié,Porto,Porto rouge
13217305,Spiritueux,Liqueur et Crème,Liqueur de fruit
11939355,Vin,Vin blanc,
12299804,Spiritueux,Scotch et whisky,Whiskey irlandais
12824091,Spiritueux,Gin,Dry gin
14626338,Spiritueux,Cognac et brandy,Brandy
44578,Porto et vin fortifié,,
14462505,Vin,Vin rouge,
12299821,Vin,Vin blanc,
10694190,Vin,Vin rouge,
14560818,Vin,Vin rouge,
10661435,Porto et vin fortifié,,
11152958,Champagne et mousseux,Champagne,
13184574,Vin,Vin rouge,
12922432,Spiritueux,Scotch et whisky,Scotch blended
10399297,Vin,Vin rouge,
10530380,Cidre,Cidre mousseux,
11415121,Vin,Vin rosé,
13676122,Vin,Vin blanc,
863837,Vin,Vin rouge,
13676131,Champagne et mousseux,Vin mousseux,
13741668,Vin,Vin rouge,
10661486,Cidre,Cidre fort,
14265966,Vin,Vin blanc,
13577845,Vin,Vin blanc,
12889724,Vin,Vin blanc,
12791428,Spiritueux,Téquila,
13643398,Bière,Bière blanche,Bière ale
10858123,Vin,Vin rouge,
110221,Spiritueux,Cognac et brandy,Brandy
896654,Vin,Vin rouge,
372367,Champagne et mousseux,Champagne rosé,
14003860,Vin,Vin rouge,
14036637,Vin,Vin rouge,
863902,Vin,Vin rouge,
10694309,Vin,Vin rouge,
14036645,Spiritueux,Cognac et brandy,Brandy de pomme
10268326,Vin,Vin rouge,
13577896,Vin de dessert,Sauternes,
14495403,Spiritueux,Scotch et whisky,Scotch single malt
14266029,Vin,Vin blanc,
10858158,Vin,Vin rouge,
14003894,Vin,Vin rouge,
12791479,Spiritueux,Téquila,
13971130,Spiritueux,Scotch et whisky,Scotch single malt
14495420,Vin,Vin blanc,
14626493,Vin,Vin rouge,
13905600,Vin,Vin rouge,
896704,Vin,Vin blanc,
12463811,Vin,Vin rouge,
13217487,Spiritueux,Liqueur et Crème,Liqueur
896720,Vin,Vin blanc,
14495446,Vin,Vin rouge,
13905626,Vin,Vin blanc,
10858203,Vin,Vin rouge,
11546332,Vin,Vin rouge,
11153117,Vin,Vin blanc,
13971164,Vin,Vin rouge,
13119203,Vin,Vin rouge,
13971172,Vin,Vin blanc,
14495471,Vin,Vin rouge,
13217532,Vin,Vin rouge,
14266109,Vin,Vin blanc,
12562182,Vin,Vin blanc,
962316,Vin,Vin blanc,
10694413,Vin,Vin rouge,
13905677,Vin,Vin blanc,
14266125,Vin,Vin rouge,
14462732,Champagne et mousseux,Vin mousseux,
12365584,Spiritueux,Eau-de-vie,Eau-de-vie de marc
10858262,Vin,Vin rouge,
10333976,Vin de dessert,Sauternes,
12496664,Spiritueux,Vodka,Vodka
12758812,Vin,Vin blanc,
13348647,Vin,Vin rouge,
14036776,Spiritueux,Scotch et whisky,
13217583,Vin,Vin blanc,
13971252,Vin,Vin blanc,
11153205,Vin,Vin blanc,
13217604,Porto et vin fortifié,Vermouth,Vermouth rouge
13479751,Vin,Vin rouge,
14004045,Vin,Vin blanc,
14495569,Vin,Vin rouge,
12529489,Spiritueux,Gin,Genièvre
13610836,Vin,Vin blanc,
13578071,Vin,Vin rouge,
896860,Vin,Vin rouge,
13610861,Vin,Vin rosé,
10334063,Vin de dessert,Sauternes,
10858351,Vin,Vin blanc,
14397301,Vin,Vin blanc,
13676405,Vin,Vin blanc,
10432376,Vin,Vin rouge,
10694528,Vin,Vin rouge,
13840261,Vin,Vin rouge,
10268553,Vin,Vin rouge,
12955533,Vin,Vin rouge,
14462863,Vin,Vin blanc,
14397328,Vin,Vin blanc,
14102420,Vin,Vin blanc,
12955541,Vin,Vin rouge,
14462871,Vin,Vin blanc,
14364569,Vin,Vin rouge,
14004125,Vin,Vin blanc,
14462880,Vin,Vin rouge,
14036899,Apéritif,Apéritif à base de vin,
12195,Spiritueux,Liqueur et Crème,Liqueur de fruit
14004133,Vin,Vin rouge,
13873062,Vin,Vin rouge,
14364585,Vin,Vin rouge,
10268588,Vin,Vin rouge,
13905837,Spiritueux,Liqueur et Crème,Liqueur amère
11481006,Vin,Vin blanc,
14364593,Saké,Saké Junmai,
14495665,Spiritueux,Scotch et whisky,Scotch single malt
10268596,Vin,Vin rouge,
13217719,Vin,Vin blanc,
11317177,Vin,Vin rouge,
13152185,Vin,Vin rouge,
12103613,Spiritueux,Liqueur et Crème,Liqueur de fruit
14364606,Saké,Saké Junmai-ginjo,
13217727,Vin,Vin rouge,
12365761,Porto et vin fortifié,Xérès et Montilla-Moriles,
13905861,Spiritueux,Liqueur et Crème,Liqueur amère
14397387,Vin,Vin blanc,
12103630,Spiritueux,Liqueur et Crème,Crème
470997,Spiritueux,Eau-de-vie,Grappa
14495702,Vin,Vin rouge,
13676501,Vin,Vin rouge,
11874264,Vin,Vin blanc,
14004192,Cooler et cocktail prémixé,Cooler à base de spiritueux,
13840359,Vin,Vin rouge,
14233577,Spiritueux,Liqueur et Crème,Liqueur de fruit
13381615,Vin,Vin rouge,
13840375,Vin,Vin rouge,
13905917,Spiritueux,Liqueur et Crème,Liqueur d'amande et noyau
634881,Vin,Vin rouge,
733188,Cidre,Cidre de glace,
14364681,Bière,Bière noire,Bière ale
962571,Vin,Vin rouge,
14462994,Champagne et mousseux,Vin mousseux,
13971480,Vin,Vin rouge,
897066,Vin,Vin blanc,
12365867,Vin,Vin rouge,
11743281,Vin,Vin rouge,
12398642,Champagne et mousseux,Champagne,
13905976,Spiritueux,Liqueur et Crème,Liqueur de fruit
10367033,Vin de dessert,,
12595275,Vin,Vin blanc,
733261,Champagne et mousseux,Vin mousseux rouge,
11743310,Vin,Vin blanc,
13971535,Vin,Vin blanc,
14004301,Vin,Vin blanc,
10891345,Vin de dessert,Sauternes,
14102622,Vin,Vin rouge,
12562529,Vin,Vin blanc,
897124,Vin,Vin rouge,
897132,Vin,Vin rouge,
14430319,Vin,Vin blanc,
14626928,Spiritueux,Scotch et whisky,Scotch single malt
12562545,Vin,Vin blanc,
13381746,Vin,Vin rouge,
14430327,Vin,Vin rouge,
11743352,Vin,Vin rouge,
11579513,Vin,Vin rouge,
13971578,Spiritueux,Scotch et whisky,Scotch single malt
13381754,Vin,Vin rouge,
14463102,Vin,Vin rouge,
11743361,Vin,Vin blanc,
13971586,Spiritueux,Scotch et whisky,Scotch single malt
10825858,Vin,Vin blanc,
11481225,Vin,Vin rouge,
13971594,Spiritueux,Cognac et brandy,Cognac X.O.
864397,Vin,Vin rouge,
13480082,Spiritueux,Cognac et brandy,Cognac X.O.
13971607,Spiritueux,Cognac et brandy,Calvados
10858650,Vin,Vin rouge,
13381789,Vin,Vin blanc,
13316258,Spiritueux,Vodka,Vodka
13381800,Vin,Vin rouge,
14364841,Vin,Vin rouge,
14430378,Vin,Vin rouge,
13480111,Spiritueux,Cognac et brandy,Cognac X.O.
11448505,Champagne et mousseux,Champagne,
14430394,Vin,Vin rouge,
13381818,Vin,Vin rouge,
14233788,Spiritueux,Gin,Dry gin
733378,Porto et vin fortifié,Porto,Tawny
13480138,Spiritueux,Eau-de-vie,Grappa
12202187,Vin,Vin rouge,
14627023,Vin,Vin blanc,
13316311,Spiritueux,Vodka,Vodka
10268887,Vin,Vin rouge,
13676771,Champagne et mousseux,Vin mousseux,
14364905,Vin,Vin rouge,
14037226,Vin,Vin rouge,
13480171,Spiritueux,Cognac et brandy,Cognac X.O.
12824816,Vin,Vin rouge,
14037234,Spiritueux,Scotch et whisky,
962811,Vin,Vin blanc,
12923136,Vin,Vin rouge,
14037251,Vin,Vin blanc,
11579652,Vin,Vin rouge,
11546885,Vin,Vin rouge,
13480197,Spiritueux,Cognac et brandy,Cognac X.O.
14168331,Spiritueux,Cognac et brandy,Brandy
962837,Vin,Vin rouge,
13381914,Vin,Vin blanc,
13676827,Apéritif,Vin apéritif,
14070042,Vin,Vin rouge,
897306,Vin,Vin rouge,
14233892,Vin,Vin rouge,
11677990,Spiritueux,Liqueur et Crème,Boisson alcoolisée
10760492,Vin,Vin blanc,
471342,Spiritueux,Alcool anisé,Arak
897330,Vin,Vin rouge,
10924338,Vin,Vin rouge,
12824891,Vin,Vin rouge,
10268991,Vin,Vin rouge,
14233921,Vin,Vin rouge,
274753,Champagne et mousseux,Champagne,
12693828,Vin,Vin rouge,
11546949,Vin,Vin rouge,
14233930,Vin,Vin rouge,
11546965,Vin,Vin rouge,
12857714,Vin,Vin rouge,
14332276,Vin,Vin rouge,
14168445,Spiritueux,Scotch et whisky,Scotch single malt
14168453,Spiritueux,Cognac et brandy,Cognac X.O.
12693895,Champagne et mousseux,Vin mousseux,
14070165,Spiritueux,Téquila,
12202398,Vin,Vin blanc,
864678,Vin,Vin rouge,
13676966,Vin,Vin rouge,
14168488,Porto et vin fortifié,Vermouth,Vermouth rouge
12661164,Vin,Vin blanc,
10367412,Vin,Vin rouge,
12792244,Vin,Vin rouge,
11612598,Champagne et mousseux,Vin mousseux rosé,
14234051,Vin,Vin rouge,
12661199,Vin,Vin rouge,
10695125,Vin,Vin rouge,
14234078,Vin,Vin blanc,
897504,Vin,Vin rouge,
14299621,Vin,Vin rouge,
14070245,Vin,Vin blanc,
733683,Cidre,Cidre fort,
13382132,Vin,Vin blanc,
14070261,Vin,Vin rouge,
14397951,Vin,Vin rouge,
12825106,Vin,Vin rouge,
13218324,Vin,Vin rouge,
14070296,Vin,Vin rouge,
340505,Champagne et mousseux,Vin mousseux,
12956190,Spiritueux,Scotch et whisky,Whiskey américain
11448863,Spiritueux,Vodka,Vodka
12628516,Vin,Vin rouge,
13513260,Vin,Vin rouge,
12792367,Vin,Vin blanc,
12849,Saké,Saké Junmai,
12628532,Vin,Vin rouge,
13546037,Vin,Vin blanc,
14037568,Vin,Vin rouge,
13546053,Champagne et mousseux,Vin mousseux,
13513286,Vin,Vin blanc,
14037576,Vin,Vin rouge,
11153993,Vin,Vin rouge,
11416141,Vin,Vin blanc,
14398030,Vin,Vin rouge,
13546061,Vin,Vin rouge,
14201428,Vin,Vin rouge,
13840981,Vin,Vin blanc,
14037592,Vin,Vin blanc,
14201436,Vin,Vin rouge,
14398048,Vin,Vin rosé,
10662497,Vin,Vin rouge,
14201444,Vin,Vin rouge,
11154021,Vin,Vin rouge,
11580004,Vin,Vin blanc,
13021804,Spiritueux,Liqueur et Crème,Liqueur de fruit
897645,Vin,Vin rouge,
12169840,Spiritueux,Eau-de-vie,Eau-de-vie de raisin
10793585,Vin,Vin blanc,
733808,Porto et vin fortifié,Maury,
14398064,Vin,Vin rouge,
897652,Vin,Vin rouge,
11874934,Vin,Vin rouge,
14070392,Vin,Vin rouge,
14561917,Vin,Vin blanc,
12497536,Vin,Vin rouge,
14561933,Vin,Vin rouge,
14234254,Vin,Vin rouge,
13349519,Vin,Vin rouge,
12825229,Vin,Vin rouge,
11219606,Vin,Vin blanc,
14561950,Vin,Vin blanc,
13611679,Vin,Vin rouge,
11154081,Vin,Vin rouge,
13284006,Vin,Vin blanc,
12169903,Spiritueux,Eau-de-vie,Eau-de-vie de raisin
14398128,Vin,Vin blanc,
14037681,Spiritueux,Scotch et whisky,Scotch blended malt
11580080,Vin,Vin rouge,
14234289,Vin,Vin rouge,
14299832,Vin,Vin blanc,
14267064,Bière,Bière blanche,Bière ale
14561976,Vin,Vin rouge,
14398144,Vin,Vin blanc,
14299841,Vin,Vin blanc,
13218498,Spiritueux,Scotch et whisky,Whisky
14037701,Spiritueux,Eau-de-vie,Grappa
12661447,Champagne et mousseux,Vin mousseux,
14398152,Vin,Vin rouge,
14070472,Vin,Vin rouge,
13349578,Vin,Vin rouge,
11383502,Vin,Vin rouge,
10826447,Vin,Vin rouge,
12956368,Vin,Vin rouge,
12890830,Spiritueux,Scotch et whisky,
13349586,Champagne et mousseux,Champagne,
11154128,Vin,Vin rouge,
602839,Vin,Vin rouge,
13677272,Champagne et mousseux,Champagne,
14037728,Vin,Vin rosé,
14496481,Champagne et mousseux,Vin mousseux,
14299875,Vin,Vin blanc,
14234342,Vin,Vin blanc,
13218535,Vin,Vin rosé,
11580135,Vin,Vin rouge,
13349607,Vin,Vin rouge,
12890856,Vin,Vin rouge,
733931,Apéritif,Mistelle de fruits,
10269417,Vin,Vin rouge,
12661480,Vin,Vin rouge,
12661498,Vin,Vin blanc,
12497667,Vin,Vin blanc,
14398216,Spiritueux,Scotch et whisky,Scotch single malt
11383561,Vin,Vin rouge,
10236682,Vin,Vin rouge,
14234377,Vin,Vin rouge,
10269450,Vin,Vin rouge,
14398224,Vin,Vin rouge,
14562071,Vin,Vin blanc,
13677336,Vin,Vin rouge,
14234393,Vin,Vin blanc,
11580186,Vin,Vin rouge,
963355,Vin,Vin blanc,
11285275,Spiritueux,Cognac et brandy,Cognac X.O.
13218586,Spiritueux,Scotch et whisky,Whiskey américain
12759840,Vin,Vin rouge,
13841191,Vin,Vin blanc,
13677352,Vin,Vin rouge,
12464937,Vin,Vin rouge,
13218607,Spiritueux,Eau-de-vie,Eau-de-vie de raisin
12956464,Champagne et mousseux,Vin mousseux,
11219761,Hydromel,Hydromel,
10826543,Vin,Vin rouge,
14070579,Vin,Vin rouge,
12432185,Apéritif,Apéritif à base de vin,
11416378,Spiritueux,Scotch et whisky,Scotch blended
12464953,Vin,Vin rouge,
13841212,Vin,Vin rouge,
13087547,Vin,Vin blanc,
12727098,Spiritueux,Scotch et whisky,Scotch single malt
11154241,Vin,Vin blanc,
13087555,Vin,Vin rouge,
13841221,Vin,Vin rouge,
14562119,Vin,Vin rouge,
13349703,Vin,Vin blanc,
45898,Spiritueux,Rhum,Rhum blanc
14005072,Spiritueux,Gin,Dry gin
10269521,Vin de dessert,Sauternes,
14398291,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14562135,Vin,Vin rouge,
11940698,Vin,Vin rouge,
13448031,Vin,Vin blanc,
14070624,Vin,Vin rouge,
14562143,Vin,Vin rouge,
14496609,Champagne et mousseux,Vin mousseux rosé,
13841255,Vin,Vin rouge,
13349746,Vin,Vin rouge,
13906805,Vin,Vin rouge,
13841280,Vin,Vin rouge,
13906830,Vin,Vin rouge,
14562194,Champagne et mousseux,Champagne,
12727186,Spiritueux,Scotch et whisky,Scotch blended malt
14463891,Vin,Vin blanc,
13317015,Vin,Vin rouge,
11842457,Spiritueux,Rhum,Rhum épicé
14398363,Cooler et cocktail prémixé,Cooler à base de spiritueux,
12497819,Spiritueux,Rhum,Rhum agricole
14463903,Vin,Vin rouge,
14398371,Cooler et cocktail prémixé,Cooler à base de spiritueux,
14300071,Vin,Vin blanc,
14562215,Vin,Vin blanc,
14496684,Vin,Vin rouge,
12727215,Spiritueux,Scotch et whisky,Scotch single malt
14365617,Vin,Vin blanc,
11350962,Spiritueux,Eau-de-vie,Grappa
13906872,Vin,Vin blanc,
14070712,Vin,Vin rouge,
11350971,Spiritueux,Eau-de-vie,Grappa
897983,Vin,Vin rouge,
14169026,Vin,Vin blanc,
13841351,Vin,Vin rouge,
10269644,Vin,Vin blanc,
13841360,Vin,Vin rouge,
13284305,Vin,Vin rouge,
14267347,Porto et vin fortifié,Porto,Tawny (colheita)
13906901,Vin,Vin rouge,
10826711,Vin,Vin rouge,
14562274,Vin,Vin blanc,
14070755,Vin,Vin rouge,
14562282,Vin,Vin blanc,
13841386,Vin,Vin blanc,
13480939,Spiritueux,Vodka,Vodka
242669,Porto et vin fortifié,Xérès et Montilla-Moriles,Fino
13906928,Spiritueux,Scotch et whisky,Whisky canadien
14070771,Vin,Vin rouge,
14431223,Vin,Vin blanc,
14300151,Spiritueux,Vodka,Vodka aromatisée
14496764,Vin,Vin rouge,
865279,Vin,Vin blanc,
14234625,Vin,Vin rouge,
12465155,Vin,Vin rouge,
865287,Vin,Vin rouge,
14103561,Spiritueux,Gin,Dry gin
11187211,Vin,Vin rouge,
12268557,Vin,Vin rouge,
13841423,Vin,Vin rouge,
14365713,Vin,Vin rouge,
10400788,Bière,Bière blonde,Bière lager
13841431,Vin,Vin blanc,
11416600,Vin,Vin rosé,
14464025,Vin,Vin rouge,
14300186,Vin,Vin rouge,
14234650,Vin,Vin rouge,
12399645,Champagne et mousseux,Vin mousseux,
439331,Vin,Vin rouge,
734244,Vin,Vin rouge,
14267427,Spiritueux,Rhum,Rhum aromatisé
13906979,Vin,Vin rouge,
14234668,Vin,Vin rouge,
11154478,Vin,Vin rouge,
14300207,Vin,Vin blanc,
14431282,Vin,Vin rouge,
14267443,Vin,Vin rouge,
14365748,Vin,Vin rouge,
14038069,Vin,Vin rouge,
14234676,Champagne et mousseux,Champagne,
13808691,Vin,Vin rouge,
14496828,Vin,Vin rouge,
13808703,Vin,Vin rouge,
14300223,Spiritueux,Scotch et whisky,Scotch blended
14103617,Spiritueux,Scotch et whisky,Scotch single malt
13841474,Spiritueux,Liqueur et Crème,Liqueur de pomme
12235843,Vin,Vin rouge,
13579331,Champagne et mousseux,Vin mousseux rosé,
12661826,Vin,Vin rouge,
13808711,Vin,Vin rouge,
14300231,Spiritueux,Scotch et whisky,Scotch blended
13841482,Champagne et mousseux,Champagne,
14038093,Spiritueux,Gin,Dry gin
14431311,Vin,Vin rouge,
13907023,Spiritueux,Scotch et whisky,Scotch single malt
14627921,Vin,Vin blanc,
13841491,Champagne et mousseux,Champagne,
13022292,Vin,Vin rouge,
13907031,Spiritueux,Scotch et whisky,Scotch single malt
734301,Cidre,Cidre fort,
13841503,Champagne et mousseux,Champagne,
13907040,Porto et vin fortifié,Porto,Tawny (colheita)
14038114,Vin,Vin rouge,
10302563,Spiritueux,Téquila,Téquila dorée
12399717,Champagne et mousseux,Vin mousseux rosé,
14070886,Champagne et mousseux,Vin mousseux,
14267494,Vin,Vin rouge,
13841511,Vin,Vin blanc,
14365799,Vin,Vin rouge,
13612137,Cooler et cocktail prémixé,Cocktail et cooler au vin,Cooler au vin
14070894,Vin,Vin blanc,
13841520,Vin,Vin rouge,
14038131,Vin,Vin blanc,
13579381,Bière,Bière noire,Bière ale
14431354,Vin,Vin blanc,
14300282,Cooler et cocktail prémixé,Cooler à base de spiritueux,
11646077,Vin,Vin rouge,
13579390,Vin,Vin blanc,
11678845,Vin,Vin blanc,
12989565,Vin,Vin blanc,
13481085,Spiritueux,Liqueur et Crème,Liqueur d'herbe
14464130,Spiritueux,Scotch et whisky,Scotch single malt
12235907,Vin,Vin rouge,
865410,Vin,Vin rouge,
13808771,Vin,Vin blanc,
13841538,Champagne et mousseux,Champagne,
14070915,Vin,Vin rouge,
12104835,Spiritueux,Liqueur et Crème,Liqueur
13907082,Vin,Vin blanc,
13841546,Bière,Bière noire,Bière ale
12465294,Vin,Vin rouge,
13841554,Bière,Bière noire,Bière ale
14365844,Vin,Vin blanc,
11154582,Vin,Vin blanc,
14005398,Vin,Vin rouge,
13841562,Bière,Bière noire,Bière ale
12465307,Vin,Vin rouge,
14529693,Vin,Vin rouge,
13841571,Vin,Vin rouge,
14464164,Spiritueux,Scotch et whisky,Scotch single malt
14562469,Vin,Vin rouge,
13972651,Spiritueux,Scotch et whisky,
13579437,Vin,Vin rouge,
14070958,Vin,Vin blanc,
14562477,Vin,Vin rouge,
12694708,Vin,Vin rouge,
13579453,Bière,Bière blonde,Bière ale
14070974,Vin,Vin rouge,
14562493,Vin,Vin rouge,
13841600,Vin,Vin blanc,
12989629,Vin,Vin blanc,
13808834,Vin,Vin blanc,
13579461,Bière,Bière blonde,Bière ale
14070982,Vin,Vin rouge,
144584,Vin,Vin blanc,
14562506,Vin,Vin blanc,
13907146,Vin,Vin rouge,
13710538,Vin,Vin blanc,
11678925,Vin,Vin blanc,
12399821,Champagne et mousseux,Champagne,
14431434,Vin,Vin blanc,
