id,nom,type,adresse,ville,codePostal,tel,lat,lon,region
33614,Baie-Comeau - Boul. Laflèche,SAQ,"1490, rue de Bretagne",Baie-Comeau,G5C3S9,418 589-4383,49.203825,-68.254314,Côte-Nord
33615,Lévis - Route du Président Kennedy,SAQ Sélection,"50, route du Président-Kennedy",Lévis,G6V6W8,418 835-0946,46.794583,-71.175675,Chaudière-Appalaches
33616,Galeries Charlesbourg,SAQ,"4250, 1re Avenue",Québec,G1H2S5,418 628-4438,46.84252,-71.24938,Capitale-Nationale
33617,L'Ancienne-Lorette - Rue Notre-Dame,SAQ,"1880, rue Notre-Dame",L'Ancienne-Lorette,G2E3C8,418 871-0528,46.809683,-71.368966,Capitale-Nationale
33618,Trois-Rivières - Boul. Thibeau,SAQ,"635, boulevard Thibeau",Trois-Rivières,G8T6Z6,819 374-5651,46.3855,-72.5474,Mauricie
33619,Pointe-à -la-Croix,SAQ,"22, rue Sarto",Pointe-à -la-Croix,G0C1L0,418 788-2444,48.017018,-66.683965,Gaspésie-Îles-de-la-Madeleine
33620,Saint-Apollinaire,SAQ,"141, rue Principale",St-Apollinaire,G0S2E0,418 881-3488,46.61323,-71.513061,Chaudière-Appalaches
33622,Gentilly,SAQ,"3687, boulevard Bécancour",Bécancour,G9H3W7,819 298-2728,46.397802,-72.284116,Centre-du-Québec
33623,Dépôt Trois-Rivières,SAQ Dépôt,"3305, boulevard des Récollets",Trois-Rivières,G9A6M1,819 693-5572,46.329486,-72.5678,Mauricie
33624,Matane,SAQ,"750, avenue du Phare Ouest",Matane,G4W3W8,418 562-3620,48.85162,-67.53663,Bas-Saint-Laurent
33625,Laurier-Station,SAQ,"120, boulevard Laurier",Laurier-Station,G0S1N0,418 728-5980,46.536954,-71.637366,Chaudière-Appalaches
33629,Pont-Rouge,SAQ,"2, rue du Collège",Pont-Rouge,G3H1N3,418 873-1518,46.755273,-71.6947,Capitale-Nationale
33630,Trois-Rivières - Des Forges/N-D Centre,SAQ,"180, rue des Forges",Trois-Rivières,G9A2G8,819 374-6848,46.3419,-72.540944,Mauricie
33632,Centre Alma,SAQ Sélection,"555, avenue du Pont Nord",Alma,G8B6T5,418 668-4657,48.559063,-71.638954,Saguenay - Lac-Saint-Jean
33633,Sainte-Anne-de-la-Pérade,SAQ,"175, rue Principale",Sainte-Anne-de-la-Pérade,G0X2J0,418 325-2611,46.569037,-72.21051,Mauricie
33635,Trois-Rivières - Boul. Jean XXIII,SAQ,"6285, rue Corbeil",Trois-Rivières,G8Z4P9,819 373-9018,46.32879,-72.59592,Mauricie
33637,Sainte-Claire,SAQ,"115, boulevard Bégin",Ste-Claire,G0R2V0,418 883-2733,46.601452,-70.864384,Chaudière-Appalaches
33638,Saint-Joseph-de-Beauce,SAQ,"1021, avenue du Palais",St-Joseph-de-Beauce,G0S2V0,418 397-5026,46.302229,-70.874348,Chaudière-Appalaches
33639,Beauport - Ave. Royale,SAQ,"775, avenue Royale",Québec,G1E1Z1,418 661-8236,46.8623509,-71.188058,Capitale-Nationale
33690,Chicoutimi - Centre-ville,SAQ,"475, rue Racine Est",Saguenay,G7H1T5,418 549-2202,48.4286,-71.0546,Saguenay - Lac-Saint-Jean
33691,Exclusivement pour les restaurateurs,SAQ Restauration,"2900, rue Einstein",Québec,G1X4B3,418 977-0260,46.788893,-71.319822,Capitale-Nationale
33692,Beauport - Ave. Larue,SAQ,"2190, avenue Larue",Québec,G1C4X1,418 666-6591,46.88812,-71.168809,Capitale-Nationale
33693,Québec - Boulevard des Gradins,SAQ,"5795, boulevard des Gradins",Québec,G2J1V1,418 624-2349,46.840772,-71.275537,Capitale-Nationale
33694,Lac Saint-Charles,SAQ,"891, rue Jacques-Bédard",Québec,G2N1E1,418 849-2506,46.9091,-71.349,Capitale-Nationale
33695,Saint-Lambert-de-Lauzon,SAQ,"1256, rue du Pont",Saint-Lambert-de-Lauzon,G0S2W0,418 889-2751,46.5925396,-71.2041209,Chaudière-Appalaches
33851,Rivière-au-Renard,SAQ,"50, rue Blouin",Gaspé,G4X5R9,418 269-5051,48.992248,-64.392327,Gaspésie-Îles-de-la-Madeleine
33852,Dégelis,SAQ,"607, avenue Principale",Dégelis,G5T1L9,418 853-2205,47.543627,-68.626113,Bas-Saint-Laurent
33853,Sainte-Perpétue,SAQ,"429, rue Principale",Ste-Perpétue de l'Islet,G0R3Z0,418 359-2682,47.052198,-69.9192344,Chaudière-Appalaches
33854,Métabetchouan,SAQ,"13A, avenue Villeneuve",Métabetchouan,G8G1L2,418 349-3456,48.4304,-71.8659,Saguenay - Lac-Saint-Jean
33856,Guadeloupe,SAQ,"394, 14e Avenue",La Guadeloupe,G0M1G0,418 459-3536,45.959722,-70.936403,Chaudière-Appalaches
33858,Saint-Marc-des-Carrières,SAQ,"770, boulevard Bona-Dussault",Saint-Marc-des-Carrières,G0A4B0,418 268-8695,46.6783536,-72.0456147,Capitale-Nationale
33859,Sainte-Croix,SAQ,"6375, rue Principale",Sainte-Croix,G0S2H0,418 926-3108,46.62306,-71.74205,Chaudière-Appalaches
33860,Bonaventure,SAQ,"101, avenue Port-Royal",Bonaventure,G0C1E0,418 534-3626,48.04531,-65.49424,Gaspésie-Îles-de-la-Madeleine
33862,Grande-Vallée,SAQ,"5, rue St-François-Xavier Est",Grande-Vallée,G0E1K0,418 393-2211,49.224912,-65.127593,Gaspésie-Îles-de-la-Madeleine
33868,Dépôt Québec,SAQ Dépôt,"2900, rue Einstein",Québec,G1X4B3,418 646-3604,46.787804,-71.320289,Capitale-Nationale
